,taster,desc,rating,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer,badge
734,Paul Gregutt,"Reasonably firm and concentrated up front, the wine continues with generic fruit flavors that fail to show much Pinot character. Flavors tail off quickly, leaving rough tannins and a watery finish.",86,$40,Anden Vineyard,Pinot Noir,"Willamette Valley, Willamette Valley, Oregon, US",Panther Creek,N/A,750 ml,Red,4/1/2007,Not rated yet [Add Your Review],,
735,Roger Voss,"The wine is ripe, rounded and with fine rich fruit. Its structure is balanced with the blackberry fruits, giving density as well as fine acidity. Drink this well-made wine from 2018.",88,$15,Ronan by Clinet 100%,Merlot,"Bordeaux, Bordeaux, France",Groupe Clinet,14%,750 ml,Red,9/1/2017,Not rated yet [Add Your Review],"Fruit of the Vines, Inc",
736,Paul Gregutt,"From old vines at the estate, this offers unusually subtle spice and detail rather than just straightforward fleshy fruit. Asian pear and apple fruit are there in abundance, along with a lovely layer of caramel and light baking spices. The balance and length are exceptional.",92,$22,Estate,Pinot Gris,"McMinnville, Willamette Valley, Oregon, US",Yamhill Valley,13.8%,750 ml,White,7/1/2020,Not rated yet [Add Your Review],,Editors' Choice
737,Sean P. Sullivan,"Light aromas of cut green apple, lentil, pear and spice are followed by mild fruit flavors on the palate. Enjoy for its easy appeal.",86,$18,,Grüner Veltliner,"Lake Chelan, Columbia Valley, Washington, US",Snowbirds,14.1%,750 ml,White,5/1/2018,Not rated yet [Add Your Review],,
738,Roger Voss,"A cuvée selected by importer North Berkeley Imports, this is a delicious ripe and black fruited wine. It has power, layers of dense, dusty tannins and sweet black plum flavors. Its richness and sweetness still leave good balance. Will age well. Imported by North Berkeley Imports.",91,$60,Cuvée Unique,Rhône-style Red Blend,"Châteauneuf-du-Pape, Rhône Valley, France",Domaine le Clos du Caillou,N/A,750ML,Red,12/31/2005,Not rated yet [Add Your Review],North Berkeley Imports,Editors' Choice
739,Paul Gregutt,"This stylish Cab is loaded with black olive and black fruits, all with a leafy edge. Still young, tannic and a bit hard, it has good, clean varietal character and good length. What it needs is more bottle age; all the right components are in place for a medium-term cellar candidate.",90,$32,,Cabernet Sauvignon,"Columbia Valley (WA), Columbia Valley, Washington, US",Tamarack Cellars,N/A,750 ml,Red,8/1/2009,Not rated yet [Add Your Review],,
740,,"Here's a very well-shaped and generous wine with layers of ripe berry, smoke and spice that peel off slowly as the bouquet evolves in the glass. There's a nice, polished mineral note as well; the wine delivers the thickness and overall intensity that is characteristic of Amarone.",90,$85,,"Corvina, Rondinella, Molinara, Italian Red","Amarone della Valpolicella Classico, Veneto, Italy",Fratta Pasini,15%,750 ml,Red,2/1/2011,Not rated yet [Add Your Review],Domaine Select Wine & Spirits,
741,,"What an amazing record Robert Young has with its Chardonnay, which has been famous as a vineyard-designate by Chateau St. Jean since the 1970s. As ever, the '03 is rich and opulent, soft in acids and instantly addictive for the purity of fruit. Peaches and cream star, with a baked meringue complexity that's simply irresistible.",92,$37,,Chardonnay,"Alexander Valley, Sonoma, California, US",Robert Young,N/A,750ML,White,5/1/2006,Not rated yet [Add Your Review],,
742,Virginie Boone,"Richly ripe in black cherry and chocolate, this is a blend of Merlot, Petite Sirah, Cabernet Sauvignon, Syrah, Zinfandel and Petit Verdot. Generous tannins give way to a soft, smooth mouthfeel and a burst of blackberry and leather, finishing in spicy cinnamon and black pepper.",88,$25,Cellar 1879 Blend,"Red Blends, Red Blends","Napa Valley, Napa, California, US",Markham,14.8%,750 ml,Red,2/1/2016,Not rated yet [Add Your Review],,
743,Virginie Boone,"A steal for its price, this wine is refreshingly quaffable, with a sublimely textured palate of preserved lemon and nectarine. It's both lush and surprisingly complex.",90,$15,,Sauvignon Blanc,"Sonoma County, Sonoma, California, US",Cannonball,13.2%,750 ml,White,4/1/2017,Not rated yet [Add Your Review],,Best Buy
744,Joe Czerwinski,"Struck flint and vegetable oil give this wine a decidedly unfruity style, instead suggesting liquid stone, with just hints of peachy ripeness. Yet the wine is powerfully built, finishing oily, rich and dry.",91,$60,Johannisberger Klaus Erstes Gewächs,Riesling,"Rheingau, Germany",Prinz von Hessen,13.5%,750 ml,White,12/1/2011,Not rated yet [Add Your Review],Folio Fine Wine Partners,
745,Joe Czerwinski,"Peach, anise and citrus aromas set the stage for this light, tart wine whose flavors turn lemony and crisp. Really zingy on the finish.",85,$14,,"Assyrtico, Greek White","Santorini, Greece",Agros,12%,750ML,White,9/1/2004,Not rated yet [Add Your Review],Amerikus Importers,
746,Jim Gordon,"This wine has equally generous doses of ripe fruit and spicy oak in the aroma, and full body incorporating light tannins to provide some good texture.",86,$13,,Cabernet Sauvignon,"California, California Other, California, US",Geyser Peak,14.2%,750 ml,Red,4/1/2019,Not rated yet [Add Your Review],,
747,Michael Schachner,"For a large-production, simple red wine, this Garnacha-Syrah blend is good. The nose features red licorice candy, cherry and raisin aromas, while the palate is round, fairly smooth in feel, and tastes of bright red fruits and milk chocolate.",86,$9,,"Garnacha-Syrah, Red Blends","Cariñena, Northern Spain, Spain",Monasterio de las Viñas,13%,750 ml,Red,2/1/2010,Not rated yet [Add Your Review],Great Wines & Vineyards,Best Buy
748,Roger Voss,"Still firm and closed, this is a structured wine, solidly tannic with just hints of fruit. It has a dry feel to it, firm, the acidity and red fruits coming through the leathery, dark texture. The wine needs aging, so drink from 2017.",91,$100,,Pinot Noir,"Clos de Vougeot, Burgundy, France",Evening Land,13%,750 ml,Red,6/1/2014,Not rated yet [Add Your Review],Evening Land Vineyards,
749,Roger Voss,"A powerful style, very much OF the year. There are initial austere tannins as well as acidity. The juiciness of the wine takes a while to come through, the jammy character in the background of what is still a structured wine.",91,$21,Le Reposoir,Gamay,"Fleurie, Beaujolais, France",Ferraud et Fils,N/A,750 ml,Red,10/1/2011,Not rated yet [Add Your Review],Vinum Wine Importing and Distributing LLC,Cellar Selection
750,Roger Voss,"This is a spicy wine, but it is more about ripe fruits, apricot and peach as well as a twist of lemon. The aftertaste is fresh and fruity. The Queyren family's 100 years in the wine business makes good use of its Entre-Deux-Mers' vineyard of 80% Sauvignon Blanc and 20% Sémillon.",87,N/A,,"Bordeaux-style White Blend, White Blend","Bordeaux Blanc, Bordeaux, France",Château Pilet,12%,750 ml,White,9/1/2015,Not rated yet [Add Your Review],Canals Bottlestop,
751,,"Lots of acidity in this still-young Cabernet, giving the blackberry and cassis flavors a real bite that accentuates the tannins. It's tough now despite the richness, but doesn't have the stuffing for aging, so drink now with rich fare to balance the acids.",87,$35,,Cabernet Sauvignon,"Napa Valley, Napa, California, US",Atlas Peak,14.5%,750 ml,Red,12/31/2011,Not rated yet [Add Your Review],,
752,,"Sharp and harshly tannic, a common Cabernet whose redeeming feature is lots of blackberry fruit. Way too expensive for what you get.",83,$24,Provocative,Cabernet Sauvignon,"Napa Valley, Napa, California, US",Ahnfeldt,14.9%,750 ml,Red,5/1/2010,Not rated yet [Add Your Review],,
753,Paul Gregutt,"This wine starts off well, with a pretty nose and fruit that shows nice ripeness. But once in the mouth all the fruit seems to disappear, and the wine falls flat.",83,$8,,Riesling,"Yakima Valley, Columbia Valley, Washington, US",Tucker,N/A,750 ml,White,9/1/2002,Not rated yet [Add Your Review],,
754,Michael Schachner,"A light-pink color is backed by a simple nose that's nondescript but fresh and clean. A slightly foamy but firm palate isn't all that deep or rich, while mild grapefruit and blood orange flavors finish steady.",88,$12,La Dama Reserva Familiar Brut Rosé,"Sparkling Blend, Sparkling","Cava, Catalonia, Spain",Pinord,11.5%,750 ml,Sparkling,7/1/2017,Not rated yet [Add Your Review],Torgar Group,Best Buy
755,,"Here's an informal and fresh Italian rosé with a sweet component that is evident both on the nose and in the mouth. You'll recognize rose, sweet berry fruit and a touch of cherry candy.",83,$16,Rosa Chiara Rosé,"Cortese, Italian White","Piedmont, Piedmont, Italy",La Scolca,12%,750 ml,Rose,7/1/2010,Not rated yet [Add Your Review],"Frederick Wildman & Sons, Ltd",
756,,"A tiny bit sweet, with lemon and peach flavors and a bit of a rough scour of acidity. Yet the creamy texture and clean yeasty finish make it a good sip of bubbly.",87,$18,Cuvee M,"Champagne Blend, Sparkling","Napa Valley, Napa, California, US",Mumm Cuvée Napa,12.5%,750ML,Sparkling,12/31/2004,Not rated yet [Add Your Review],,
757,Sean P. Sullivan,"The aromas draw you into the glass, with notes of earth, dark cherry, flower, black currant and raspberry, showing a compelling sense of detail. The palate is dense, full of plum flavors, backed by tightly wound tannins and accented by bright acidity. Coffee notes linger on the finish. It's hard to resist now but will only get better with time in the cellar. Best from 2026–2032.",93,$75,Shaw Vineyard,Cabernet Sauvignon,"Red Mountain, Columbia Valley, Washington, US",DeLille,14.1%,750 ml,Red,12/31/2020,Not rated yet [Add Your Review],,Cellar Selection
758,Roger Voss,"Soft and rounded with ripe apple and pear flavors, this wine expresses the richness of the vintage. Hints of toast and cookie are changing the fruit character, making this a wine that's ready to drink while still fresh, yet starting to show good aging as well.",90,$139,Palmes d'Or Vintage Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Nicolas Feuillatte,12%,750 ml,Sparkling,12/1/2013,Not rated yet [Add Your Review],Ste. Michelle Wine Estates,
759,Michael Schachner,"The color is nice and the aromas are sweet with the essence of graham crackers. The palate is a bit leathery, with blackberry and coffee flavors emerging. Then on the back of the palate the wine gets tighter and more gritty. Here the tannins bite, although for an inexpensive drink with food it's up to the task. Best Buy. —M.S.",86,$9,,Cabernet Sauvignon,"Vin de Pays d'Oc, Languedoc-Roussillon, France",Château de Pennautier,13%,750ML,Red,2/1/2003,Not rated yet [Add Your Review],International Gourmet,Best Buy
760,Anne Krebiehl MW,"Gorgeously lifted, fresh notes of lemon and mandarin peel make for a zesty opening. The midpalate fizzes with citric energy and is so tightly wound that this wine needs time in the cellar so the fruit can express itself. Drink 2017–2025.",93,$27,Smaragd,Riesling,"Wachau, Austria",Eder,13%,750 ml,White,7/1/2015,Not rated yet [Add Your Review],"Slocum & Sons, Inc",
761,Roger Voss,"A caramel aroma sets the scene for a ripe, smooth wine. It has ripe red fruits that have a nutty, toasty character that balances with the crisp acidity and tight texture. Drink now.",85,$20,Les Pierris,Rosé,"Sancerre, Loire Valley, France",Domaine Roger Champault,12.5%,750 ml,Rose,5/1/2016,Not rated yet [Add Your Review],Esprit du Vin,
762,,"Very youthful, yet from 100–year-old vines, this 100% Garnacha has a vibrant purple color and a chocolate-accented nose. Smooth and tart-sweet on the tongue, it delivers flavor and texture galore. It's a real mouthful with a fairly big, persistent finish. Delicious, yet makes you want a more serious rendering of such old, solid fruit. —M.M.",86,$10,Centenaria,"Garnacha, Grenache","Tarragona, Catalonia, Spain",Coto de Hayas,13%,750ML,Red,9/1/2002,Not rated yet [Add Your Review],Bodegas Aragones SA,Best Buy
763,Sean P. Sullivan,"Bright aromas of lime zest, flower, honeydew and citrus lead to medium-sweet flavors, framed by bright acidity. Pair it with spicy Mexican dishes.",89,$12,Tattoo Girl,Riesling,"Columbia Valley (WA), Columbia Valley, Washington, US",William Weaver,11.2%,750 ml,White,7/1/2019,Not rated yet [Add Your Review],,Best Buy
764,Matt Kettmann,"Somewhat thick and extracted aromas of cherry juice meet with clove on the nose of this appellation blend. The palate is aggressive in flavor, with lots of stewed red fruit, nutmeg and more clove spice, proving quite ripe.",88,$35,,Pinot Noir,"Sta. Rita Hills, Central Coast, California, US",Brevity,14.1%,750 ml,Red,12/1/2020,Not rated yet [Add Your Review],,
765,Matt Kettmann,"Light and lean on the nose, this 100% Pinot Noir bottling offers a steely minerality and chipped slate along with an underlying strawberry softness on the nose. Light raspberry fruit and a touch of watermelon show on the palate, which is all about brightness and textural tension.",88,$24,,Rosé,"Santa Lucia Highlands, Central Coast, California, US",Bernardus,12.7%,750 ml,Rose,12/31/2016,Not rated yet [Add Your Review],,
766,Michael Schachner,"Creamy aromas of vanilla and toasted marshmallow are noted on this fresh blend of Tempranillo and Trepat. Although the palate is short and limited, this offers earthy flavors of plum, currant, tomato and herbs. A lightly baked finish is integrated and mildly complex.",87,$15,Route 33,"Red Blends, Red Blends","Vino de la Tierra de Castelló, Levante, Spain",Les Useres,14%,750 ml,Red,5/1/2016,Not rated yet [Add Your Review],Well-Oiled Wine Company,
767,Roger Voss,"The second wine of Château Cheval Blanc is packed with wood flavors and spice. A toasty wine, it also has solid tannins plus fragrant fruitiness. Already the fruit is coming through strongly and it is for medium-term aging. Drink from 2017.",91,N/A,Le Petit Cheval,Bordeaux-style Red Blend,"Saint-Émilion, Bordeaux, France",Château Cheval Blanc,13.5%,750 ml,Red,6/1/2014,Not rated yet [Add Your Review],Château Cheval Blanc,
768,,"A little prune, cherry and tobacco mix on the nose with some leafiness, creating a bouquet similar to Bordeaux. Black cherry and licorice are the predominant flavors, and in the end game there's a subdued coffee-tinged, reserved character to it.",89,$45,SLD,Cabernet Sauvignon,"Stags Leap District, Napa, California, US",Robert Mondavi,13.9%,750 ml,Red,11/1/2000,Not rated yet [Add Your Review],,
769,Lauren Buzzeo,"A hint of lightly toasted brioche adds depth to the red apple and honeydew fruit aromas and flavors. The mouthfeel is surprisingly round, fleshed out by the rich fruit flavors, but then picks up some verve on the lightly bitter, pithy finish. Drink now.",86,$12,,Chenin Blanc,"Western Cape, South Africa",Ngumu,13%,750 ml,White,5/1/2017,Not rated yet [Add Your Review],Wine Trees,
770,Alexander Peartree,"A flashy nose of orange zest, yellow apple, lemongrass and cherry blossom starts off this well-priced offering. It's cohesive and silky on the palate yet properly lifted by fresh acidity. Flavors of melon and orchard fruit fill it out, with sparks of white pepper, ginger and potpourri spices lending contrast.",90,$14,,Gewürztraminer,"Finger Lakes, Finger Lakes, New York, US",Stony Lonesome,13.2%,750 ml,White,3/1/2020,Not rated yet [Add Your Review],,
771,,"The nose is a bit muddled, with earth and brown sugar, but the finish is long and fruity. You don't have to think about the fruit in this wine: it embraces with open arms from the first sip. Plum and cassis flavors abound, wrapped in big tannins and a full body.",87,$33,,Pinotage,"Simonsberg-Stellenbosch, South Africa",Kanonkop,14.5%,750ML,Red,9/1/2006,Not rated yet [Add Your Review],Cape Classics,
772,Roger Voss,"89-91 Barrel sample. This property has really improved, and the modern, new wood flavors are great testimony to that. The fruit is ripe, almost New World in style, but keeps the proper Bordeaux sense of proportion.",90,N/A,Barrel sample,Bordeaux-style Red Blend,"Saint-Émilion, Bordeaux, France",Château la Dominique,N/A,750ML,Red,6/1/2006,Not rated yet [Add Your Review],1_No Submitting Co,
773,Anne Krebiehl MW,"A flinty, savory whiff is all that you can sniff right now. The palate follows this with bracing, clean-cut freshness and energetic, linear drive of zesty freshness and the merest suggestion of Conference pear. The aftertaste is surprisingly lasting for such a light-bodied wine.",90,$19,Furth-Palt,Grüner Veltliner,"Kremstal, Austria",Malat,12%,750 ml,White,9/1/2016,Not rated yet [Add Your Review],Circo Vino,
774,,"This Grenache-Syrah blend shows some real complexity in the cherry, leather, tobacco, cola, sandalwood and spice flavors. The tannins are quite refined and entirely ripe. Not an ager, but lovely and elegant now.",87,$25,Slipstone,"Grenache-Syrah, Rhône-style Red Blend","Paso Robles, Central Coast, California, US",Hearthstone,N/A,750 ml,Red,10/1/2009,Not rated yet [Add Your Review],,
775,Joe Czerwinski,"Starts with pleasant scents of dried cherries and leather, then adds flavors of date, prune and fudge. Yes, it's impressively ripe and supple, but perhaps a little baked. Drink now.",85,$20,,Rhône-style Red Blend,"Gigondas, Rhône Valley, France",Domaine Palon,N/A,750 ml,Red,11/1/2006,Not rated yet [Add Your Review],Julienne Importing,
776,Jim Gordon,"This is an extreme example of an extreme varietal. The color is black except for a thin purple rim. The aromas are like dark chocolate and subdued blueberry. Flavors convey a deep profusion of blackberry and boysenberry with hints of sweet oak. Very full-bodied, full-flavored and mouthfilling, it delivers power with polish.",92,$26,,Petite Sirah,"Amador County, Sierra Foothills, California, US",Deaver,15%,750 ml,Red,11/1/2014,Not rated yet [Add Your Review],,
777,Anna Lee C. Iijima,"Fresh, juicy blackberry and cassis flavors are cushioned by fine, chalky tannins in this sunny blend of Grenache, Syrah and Carignan. It's a pristinely fruity wine that's ready for immediate consumption but should hold nicely through 2024.",88,$14,,Rhône-style Red Blend,"Ventoux, Rhône Valley, France",Domaine de la Brunely,13.5%,750 ml,Red,11/1/2020,Not rated yet [Add Your Review],Grape Expectations (CA),
778,Roger Voss,"This cool, smoky wine offers tannins as well as fresh berry flavors. The wine is all about this fruitiness and its textured character. It is ready to drink.",87,$14,,Gamay,"Touraine, Loire Valley, France",Domaine du Rin du Bois,14%,750 ml,Red,9/1/2020,Not rated yet [Add Your Review],Domaines and Appelations,
779,,"A massive Syrah that impresses for sheer volume. It's full-bodied and rich in blackberries, black currants, bacon, black pepper, anise and smoky oak, folded into thick, ripe tannins. Tastes juicy and fresh now, perfect for a grilled steak, and should develop for up to five years before losing its fruit.",93,$40,Madden Ranch,Syrah,"Livermore Valley, Central Coast, California, US",Fleming Jenkins,14.3%,750 ml,Red,4/1/2010,Not rated yet [Add Your Review],,
780,,"Lots of California Mourvedres have a strong animal or bacon note in the nose, and here it dominates black cherry, currant, Molasses and smoky oak.  Voluptuous on the palate; soft and velvety, with creamy tannins and fine fruit.  A little soft, and needs just the right food, but really an interesting wine.",90,$16,,Mourvèdre,"Dry Creek Valley, Sonoma, California, US",Preston,N/A,750 ml,Red,2/1/2000,Not rated yet [Add Your Review],,
781,,"One of the better examples of Sangiovese out there, in a difficult field. You have to credit the fine vineyard iocated in the emerging Ballard Canyon section of the valley. The acidity is brisk, as it tends to be in this variety, and the finish is thoroughly dry, with flavors of cherries and tobacco. Try as a lighter alternative to Zinfandel.",88,$25,Stolpman Vineyard,Sangiovese,"Santa Ynez Valley, Central Coast, California, US",Santa Barbara Winery,14.9%,750 ml,Red,6/1/2013,Not rated yet [Add Your Review],,
782,Sean P. Sullivan,"This small-production, single-vineyard Grenache is direct and appealing with notes of raspberry compote, strawberry, orange peel, violets and tapenade. The palate is pure silk, elegant in its styling with an extended finish.",92,$46,Upland Vineyard,Grenache,"Snipes Mountain, Columbia Valley, Washington, US",Kerloo,13.7%,750 ml,Red,5/1/2014,Not rated yet [Add Your Review],,
783,Roger Voss,"This wine's smooth texture is soft, velvety, needing tannins to give it a sense of shape. As it tastes in the mouth now, it shows pleasant sweet berry flavors and a dense mouthfeel. In the end, it is an easy-drinking, early maturing wine.",85,$12,Merlot,Merlot,"Bordeaux, Bordeaux, France",Château Sainte Barbe,13.5%,750 ml,Red,6/1/2009,Not rated yet [Add Your Review],Monsieur Touton Selection Ltd,
784,,"This is one of the more complex wines from the 2003 vintage. The nose has aromas of blackberry liquer, smoked meat, truffle and road tar. On the palate the fruit seems a little heavier and more roasted, but still melds well with its earthy, mushroomy flavors. Medium finish.",90,$45,Vigna dei Pola,Nebbiolo,"Barolo, Piedmont, Italy",Giacomo Ascheri,14.5%,750 ml,Red,12/31/2011,Not rated yet [Add Your Review],Monarchia Matt International,
785,Michael Schachner,"Cinsault is emerging as a serious player in Chile after decades of neglect, with wines like Soothsayers Ferment helping the category. A fresh fruity nose is backed by a grabby palate that deals saucy plum and wild berry flavors. A drawing rubbery finish tastes savory and roasted.",90,$20,The Soothsayers Ferment,"Cinsault, Other Red","Chile, Chile",Garage Wine Co.,13%,750 ml,Red,3/1/2018,Not rated yet [Add Your Review],Elixir Wine Group,
786,,"Shows the clean, citrus acid juiciness and silky texture of the appellation and is totally dry. But you'll find ripe cherry, currant, pomegranate, peppermint tea, mineral and smoky oak flavors that finish complex and satisfying. Brilliant and versatile at the table.",91,$48,Fiddlestix Vineyard,Pinot Noir,"Sta. Rita Hills, Central Coast, California, US",Pali,14.3%,750 ml,Red,8/1/2008,Not rated yet [Add Your Review],,
787,,"Just shows you don't need a super high score to have a super drinkable wine with steak, pork, veal, chicken, or just a simple burger. Blended from Syrah, Cabernet Sauvignon, Petit Verdot, Merlot and Malbec, all of them great varieties, the wine is dry, sophisticated and rich in berry and currant flavors.",88,$20,Big Guy,"Red Blends, Red Blends","California, California Other, California, US",Big Guy,14.8%,750 ml,Red,12/31/2010,Not rated yet [Add Your Review],,
788,Lauren Buzzeo,"Soft beeswax and honeydew mingle with the dominant red apple aromas in the bouquet. More complex oak-driven notes unfold in the mouth, providing a nutty backdrop to the apple core and peach pit flavors. Round and full, bordering on viscous, with a buttered popcorn finish.",87,$25,,Chardonnay,"Paarl, South Africa",Plaisir De Merle,14%,750 ml,White,8/1/2011,Not rated yet [Add Your Review],"Dreyfus, Ashby & Co",
789,Virginie Boone,"Thick and concentrated, this wine is earthy and floral in apple blossom and Meyer lemon, the palate etched in lasting layers of baked apple and oaky vanilla.",87,$28,Elway's Reserve,Chardonnay,"Carneros, Napa-Sonoma, California, US",7 Cellars,14.5%,750 ml,White,11/1/2020,Not rated yet [Add Your Review],,
790,Matt Kettmann,"Toasted oak integrates nicely with fresh fruit aromas. The flavors are more hidden, with subtle strawberry, black tea tannins and just enough acidity making for an even, well-priced wine.",88,$32,Estate Tolsosa Vineyard,Pinot Noir,"Edna Valley, Central Coast, California, US",Tolosa,13.9%,750 ml,Red,12/1/2014,Not rated yet [Add Your Review],,
791,Roger Voss,"The wood aging dominates this toasty, burnt-flavored wine. The light stalky fruit barely shows. Maybe when the tannins soften in 2015, it will be more approachable.",83,$17,,Pinot Noir,"Alsace, Alsace, France",Hubert Meyer,13%,750 ml,Red,12/31/2014,Not rated yet [Add Your Review],H. Mercer Wine & Spirit Imports,
792,Joe Czerwinski,"Starts off promising, with pretty aromas of smoke, green apples and limes, but by the finish, the amount of charred oak distracts from the plump fruit flavors that form the core of this wine.",83,$19,Vignes en Lyre,Chardonnay,"Côte de Beaune, Burgundy, France",Chateau de Mercey,N/A,750ML,White,10/1/2003,Not rated yet [Add Your Review],Talbert Communications,
793,Roger Voss,"A blend of Grand Cru wines from Cramant and Chouilly and Premier Cru from Cuis (which is why it is only premier cru), this is all about freshness. It's more of a soft year, so this has a lightness and crispness while giving an open character over the creamy fruit.",94,$38,Premier Cru Special Club Brut,Chardonnay,"Champagne, Champagne, France",Pierre Gimonnet et Fils,12%,750 ml,Sparkling,12/1/2007,Not rated yet [Add Your Review],"Skurnik Wines, Inc",
794,Virginie Boone,"This full-bodied red is densely concentrated in soy, leather and black pepper—savory elements that highlight and complement the rich red and black cherry. Firm, supple tannins help support the weight and intensity, getting along well with the toasted oak.",90,$60,Home Ranch Estate,Zinfandel,"Alexander Valley, Sonoma, California, US",Seghesio,15.3%,750 ml,Red,5/1/2020,Not rated yet [Add Your Review],,
795,,"Roberto Bellini, a Montalcino old-timer with a memory as sharp as a tack, has successfully imprinted his sunny personality on this lively wine. The aromas of black fruit, clove and mineral are bold and charming and the wine delivers succulent fruit over a long, drying finish.",92,$62,,"Sangiovese Grosso, Sangiovese","Brunello di Montalcino, Tuscany, Italy",Podere Brizio Roberto Bellini,N/A,750 ml,Red,6/1/2009,Not rated yet [Add Your Review],de Grazia Imports LLC,
796,,"L'Erta is a Tuscan expression of Chardonnay that opens with a bright, golden color and spicy aromas of candied fruit, citrus, apricot, pear, honey and a touch of spicy saffron. The wine sports a bold, saturated style.",88,$25,L'Erta,Chardonnay,"Toscana, Tuscany, Italy",Vigliano,13.5%,750 ml,White,5/1/2013,Not rated yet [Add Your Review],Colline d'Italia,
797,,"They've been doing their homework at Windsor Sonoma to judge by this Cab, which is a vast improvement over past releases. It's a pleasure to drink now for its rich, forward flavors of cherries, blackberries, currants and cocoa, soft tannins, and lush overlay of caramelized oak. It finishes sweetly smooth, although it's technically dry.",92,$28,,Cabernet Sauvignon,"Alexander Valley, Sonoma, California, US",Windsor Sonoma,14.9%,750 ml,Red,12/31/2010,Not rated yet [Add Your Review],,Editors' Choice
798,Paul Gregutt,"Interesting, pretty fruit, sweet and forward, but it seems to have a little bit of a hole in the middle. Very seductive and pleasurable; give it plenty of extra air time.",88,$42,Covey Ridge,Pinot Noir,"Oregon, Oregon Other, Oregon, US",Sineann,N/A,750ML,Red,12/1/2003,Not rated yet [Add Your Review],,
799,Kerin O’Keefe,"Funky aromas of underbrush, game and a hint of barnyard follow over to the tannic palate. It lacks fruit richness and has an astringent finish.",85,$25,,Nebbiolo,"Barolo, Piedmont, Italy",Reverdito,14.5%,750 ml,Red,9/1/2016,Not rated yet [Add Your Review],Weygandt-Metzler,
800,Roger Voss,"With its lemon and peach flavors, this is a ripe wine. It still has plenty of acidity, but its main focus is on its smooth texture, just given a light edge by a fruit-skin bite.",88,N/A,,"Alvarinho, Albariño","Minho, Portugal",Quinta de Santa Maria,11.5%,750 ml,White,2/1/2011,Not rated yet [Add Your Review],T. Edward Wines Ltd,
801,Kerin O’Keefe,"Aromas of dried black fruit, tobacco and carob lead the nose while the savory palate delivers prune, blackberry jam and a licorice accent. Velvety tannins provide polish. Drink through 2022.",88,$25,,"Red Blends, Red Blends","Valpolicella Superiore Ripasso, Veneto, Italy",Tommasi,13%,750 ml,Red,2/1/2018,Not rated yet [Add Your Review],Vintus LLC,
802,Roger Voss,"One of the properties that forms the Chanfreau family's Listrac holdings, this 103-acre estate has produced a powerful, rich wine. With tannins still evident, it will obviously age. But ripe blackberry fruit gives the wine a juicy future. It will be ready to drink from 2025.",91,$29,,Bordeaux-style Red Blend,"Listrac-Médoc, Bordeaux, France",Château Lestage,13.5%,750 ml,Red,4/1/2018,Not rated yet [Add Your Review],"Fruit of the Vines, Inc",
803,Anna Lee C. Iijima,"Swirls of caramel, cream and spice perfume this unusual blend of Chasan, Sauvignon Blanc and Gros Manseng grapes. While dry and light in body, it's a striking white wine with flavors of orange cream and burnt sugar amplified by sunny tangerine acidity. Drink now through 2019.",88,$16,Cœur de Camargue,Rhône-style White Blend,"Bouches du Rhône, Rhône Valley, France",Domaine du Mas de Rey,12%,750 ml,White,3/1/2018,Not rated yet [Add Your Review],Eagle Eye Brands,
804,,"Simple, soft and sweet, with buttered popcorn, buttered toast and sugared pineapple jam flavors. Nice acidity, though, and a nice creamy texture.",84,$15,,Chardonnay,"California, California Other, California, US",Spellbound,13.5%,750 ml,White,3/1/2011,Not rated yet [Add Your Review],,
805,Anna Lee C. Iijima,"Whiffs of blackberry preserve and licorice contrast with a rather restrained palate full of crisp plum and cherry flavors. It's an elegant wine muted by shades of bramble and autumn leaves. Brisk acidity and fine, velvety tannins linger on the finish. Enjoy now–2025.",90,$23,Les Voleyeses,Syrah,"Crozes-Hermitage, Rhône Valley, France",Marlène & Nicolas Chevalier,12.5%,750 ml,Red,3/1/2019,Not rated yet [Add Your Review],Michael Corso Selections,
806,Joe Czerwinski,"Less showy than many of its brethren, Omaka Springs's 2005 Sauvignon instead shows touches of smoke and minerals in its subdued aromatics. Flavors combine citrus and melon on the midpalate, then veer towards crisp lime and grapefruit on the persistent finish. Imported by T.G.I.C. Importers.",87,$17,,Sauvignon Blanc,"Marlborough, New Zealand",Omaka Springs,12.5%,750ML,White,7/1/2006,Not rated yet [Add Your Review],Guarachi Wine Partners,
807,Virginie Boone,"This wine comes from Alexander Valley-grown Malbec, a variety the producer has been planting in earnest over the last few years. Dark pink-red, it is medium bodied and refreshing, with notes of cherry, blueberry and vanilla.",87,$25,Rosé of,Malbec,"Sonoma County, Sonoma, California, US",Rodney Strong,13.5%,750 ml,Rose,2/1/2016,Not rated yet [Add Your Review],,
808,,"Bright and focused all the way through. Cracked black pepper nose, with expansive cherry and earth notes on the palate. A delicious, easy-drinking wine with dark coffee flavors and tannins to resolve. This is big, full and very well made.",90,$17,Rossana,"Dolcetto, Italian Red","Dolcetto d'Alba, Piedmont, Italy",Ceretto,12.5%,750 ml,Red,4/1/2000,Not rated yet [Add Your Review],Moët Hennessy USA,
